Cog2000 log file Tue Jul 03 17:06:19 2012,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
gprim v1.30 Compiled:Jul  4 2011 (GLib DirectDraw v7 DX9.0 Compiled:Jul  4 2011),,,,,,,
Display:1024x768x32 59.99Hz,,,,,,,
CogInput v1.05 Compiled: May 14 2010,,,,,,,
CogSerial v1.05 Compiled: May 14 2010,,,,,,,
467290,[35],:,image Morphs_IRM\MORPH_75_PERCENT_FAMILIARITY\morph_75_2.BMP 467290,,,,
467790,[500],:,image croix 467790,,,,
471157,[3367],:,bouton_1 211,,,,
471157,[0],:,trigger 468203,,,,
471157,[0],:,trigger 470603,,,,
471192,[35],:,image Morphs_IRM\MORPH_55_PERCENT_FAMILIARITY\morph_55_5.BMP 471192,,,,
471692,[500],:,image croix 471692,,,,
476659,[4967],:,bouton_1 206,,,,
476659,[0],:,trigger 473003,,,,
476659,[0],:,trigger 475404,,,,
476695,[36],:,image Morphs_IRM\MORPH_95_PERCENT_FAMILIARITY\morph_95_8.BMP 476694,,,,
477195,[500],:,image croix 477195,,,,
480262,[3067],:,bouton_1 203,,,,
480262,[0],:,bouton_2 437,,,,
480262,[0],:,trigger 477803,,,,
480265,[3],:,trigger 480203,,,,
480295,[30],:,image Morphs_IRM\MORPH_95_PERCENT_FAMILIARITY\morph_95_2.BMP 480295,,,,
480796,[501],:,image croix 480796,,,,
485963,[5167],:,bouton_1 96,,,,
485963,[0],:,trigger 482603,,,,
485963,[0],:,trigger 485002,,,,
485998,[35],:,image Morphs_IRM\MORPH_45_PERCENT_FAMILIARITY\morph_45_3.BMP 485997,,,,
486498,[500],:,image croix 486498,,,,
491065,[4567],:,trigger 487403,,,,
491065,[0],:,trigger 489803,,,,
491083,[18],:,image Morphs_IRM\MORPH_35_PERCENT_FAMILIARITY\morph_35_7.BMP 491083,,,,
491583,[500],:,image croix 491583,,,,
494650,[3067],:,trigger 492202,,,,
494650,[0],:,trigger 494603,,,,
494685,[35],:,image Morphs_IRM\MORPH_5_PERCENT_FAMILIARITY\morph_5_8.BMP 494685,,,,
495185,[500],:,image croix 495185,,,,
499352,[4167],:,trigger 497003,,,,
499387,[35],:,image nostim.BMP 499387,,,,
499854,[467],:,trigger 499403,,,,
499887,[33],:,image croix 499887,,,,
504654,[4767],:,trigger 501803,,,,
504654,[0],:,trigger 504203,,,,
504689,[35],:,image Morphs_IRM\MORPH_45_PERCENT_FAMILIARITY\morph_45_7.BMP 504689,,,,
505189,[500],:,image croix 505189,,,,
509656,[4467],:,trigger 506603,,,,
509656,[0],:,trigger 509003,,,,
509674,[18],:,image Morphs_IRM\MORPH_5_PERCENT_FAMILIARITY\morph_5_7.BMP 509674,,,,
510174,[500],:,image croix 510174,,,,
515441,[5267],:,trigger 511404,,,,
515441,[0],:,trigger 513803,,,,
515460,[19],:,image nostim.BMP 515458,,,,
515960,[500],:,image croix 515960,,,,
519227,[3267],:,trigger 516202,,,,
519227,[0],:,trigger 518602,,,,
519260,[33],:,image Morphs_IRM\MORPH_35_PERCENT_FAMILIARITY\morph_35_5.BMP 519260,,,,
519760,[500],:,image croix 519760,,,,
523628,[3868],:,bouton_1 454,,,,
523628,[0],:,trigger 521003,,,,
523628,[0],:,trigger 523403,,,,
523663,[35],:,image Morphs_IRM\MORPH_75_PERCENT_FAMILIARITY\morph_75_5.BMP 523663,,,,
524163,[500],:,image croix 524163,,,,
528530,[4367],:,bouton_1 162,,,,
528530,[0],:,trigger 525803,,,,
528530,[0],:,trigger 528203,,,,
528565,[35],:,image Morphs_IRM\MORPH_85_PERCENT_FAMILIARITY\morph_85_6.BMP 528565,,,,
529066,[501],:,image croix 529065,,,,
534232,[5166],:,bouton_1 104,,,,
534232,[0],:,trigger 530603,,,,
534232,[0],:,trigger 533003,,,,
534268,[36],:,image Morphs_IRM\MORPH_65_PERCENT_FAMILIARITY\morph_65_5.BMP 534267,,,,
534768,[500],:,image croix 534768,,,,
538935,[4167],:,bouton_1 182,,,,
538935,[0],:,bouton_1 450,,,,
538935,[0],:,trigger 535403,,,,
538938,[3],:,trigger 537803,,,,
538969,[31],:,image Morphs_IRM\MORPH_55_PERCENT_FAMILIARITY\morph_55_4.BMP 538969,,,,
539469,[500],:,image croix 539469,,,,
543736,[4267],:,bouton_1 507,,,,
543736,[0],:,trigger 540202,,,,
543736,[0],:,trigger 542603,,,,
543771,[35],:,image Morphs_IRM\MORPH_95_PERCENT_FAMILIARITY\morph_95_5.BMP 543771,,,,
544272,[501],:,image croix 544272,,,,
548939,[4667],:,bouton_1 168,,,,
548939,[0],:,trigger 545003,,,,
548939,[0],:,trigger 547404,,,,
548973,[34],:,image Morphs_IRM\MORPH_65_PERCENT_FAMILIARITY\morph_65_2.BMP 548973,,,,
549474,[501],:,image croix 549474,,,,
553141,[3667],:,bouton_1 146,,,,
553141,[0],:,trigger 549803,,,,
553141,[0],:,trigger 552203,,,,
553175,[34],:,image Morphs_IRM\MORPH_65_PERCENT_FAMILIARITY\morph_65_8.BMP 553175,,,,
553675,[500],:,image croix 553675,,,,
558042,[4367],:,bouton_1 151,,,,
558042,[0],:,trigger 554604,,,,
558042,[0],:,trigger 557002,,,,
558077,[35],:,image Morphs_IRM\MORPH_25_PERCENT_FAMILIARITY\morph_25_9.BMP 558077,,,,
558577,[500],:,image croix 558577,,,,
562544,[3967],:,trigger 559403,,,,
562544,[0],:,trigger 561803,,,,
562578,[34],:,image Morphs_IRM\MORPH_55_PERCENT_FAMILIARITY\morph_55_7.BMP 562578,,,,
563079,[501],:,image croix 563079,,,,
567946,[4867],:,bouton_1 298,,,,
567946,[0],:,trigger 564203,,,,
567946,[0],:,trigger 566603,,,,
567981,[35],:,image Morphs_IRM\MORPH_35_PERCENT_FAMILIARITY\morph_35_4.BMP 567981,,,,
568481,[500],:,image croix 568481,,,,
571548,[3067],:,trigger 569003,,,,
571548,[0],:,trigger 571404,,,,
571582,[34],:,image Morphs_IRM\MORPH_55_PERCENT_FAMILIARITY\morph_55_2.BMP 571582,,,,
572082,[500],:,image croix 572082,,,,
577249,[5167],:,bouton_1 177,,,,
577249,[0],:,trigger 573803,,,,
577249,[0],:,trigger 576202,,,,
